Date,Hour,Demand_MW,Solar_MW,Wind_MW
1/8/2023,17,96.15508737,28.84652621,3.587535681
1/8/2023,18,96.15752186,28.84725656,3.587535681
1/8/2023,19,96.15995635,28.8479869,3.587535681
1/8/2023,20,96.00098598,28.84871725,3.587535681
1/8/2023,21,95.72307694,28.8494476,3.587535681
1/8/2023,22,95.72551144,28.60807067,3.587535681
1/8/2023,23,91.68210318,28.430393,4.526062705
1/9/2023,0,90.27176758,0,5.464589729
1/9/2023,1,90.43560693,0,6.403116754
1/9/2023,2,90.71838495,0,6.403116754
1/9/2023,3,90.37102245,0,6.403116754
1/9/2023,4,91.83608802,0,6.403116754
1/9/2023,5,91.57305475,0,6.403116754
1/9/2023,6,91.57548924,24.98120323,6.403116754
1/9/2023,7,91.57792373,26.33939428,6.403116754
1/9/2023,8,91.9301552,28.85748142,6.403116754
1/9/2023,9,94.51580136,28.85821177,6.403116754
1/9/2023,10,96.19647371,28.85894211,6.403116754
1/9/2023,11,96.1989082,28.85967246,6.403116754
1/9/2023,12,95.31703912,28.86040281,6.403116754
1/9/2023,13,95.31947361,28.86113316,6.403116754
1/9/2023,14,94.89214733,27.53540815,6.403116754
1/9/2023,15,94.89458182,28.86259385,6.403116754
1/9/2023,16,94.89701631,28.21868303,6.403116754
1/9/2023,17,95.78375437,28.86405454,6.403116754
1/9/2023,18,95.78618886,28.86478489,6.403116754
1/9/2023,19,95.66338084,28.86551524,6.403116754
1/9/2023,20,95.28625196,28.86624559,6.403116754
1/9/2023,21,95.28362752,28.03447101,6.403116754
1/9/2023,22,92.2582766,28.29836122,6.403116754
1/9/2023,23,88.70686269,28.86084823,9.674853139
1/10/2023,0,87.01067983,0,12.77139749
1/10/2023,1,82.9472923,0,16.3015134
1/10/2023,2,79.76516263,0,15.82946697
1/10/2023,3,80.29107182,0,15.9513623
1/10/2023,4,81.52557454,0,15.86828585
1/10/2023,5,83.78162967,0,16.57664115
1/10/2023,6,88.22944955,25.3908788,17.64033574
1/10/2023,7,91.42150713,28.87427941,18.47559288
1/10/2023,8,93.92825233,28.87500975,19.2500065
1/10/2023,9,96.252467,28.8757401,19.2504934
1/10/2023,10,96.25490149,28.87647045,19.2509803
1/10/2023,11,96.25733598,28.8772008,19.2514672
1/10/2023,12,96.25977047,28.87793114,19.25195409
1/10/2023,13,96.26220497,28.87866149,19.25244099
1/10/2023,14,96.26463946,28.87939184,19.25292789
1/10/2023,15,96.26707395,28.88012218,19.25341479
1/10/2023,16,96.26950844,28.88085253,19.25390169
1/10/2023,17,96.27194293,28.88158288,19.25438859
1/10/2023,18,96.27437742,28.88231323,19.25487548
1/10/2023,19,92.71031546,28.88304357,19.25536238
1/10/2023,20,88.36546231,28.88377392,18.06701713
1/10/2023,21,86.51746605,23.5347596,16.61840815
1/10/2023,22,85.56549102,22.36430315,16.0020848
1/10/2023,23,82.82426918,26.11031885,15.98395537
1/11/2023,0,86.39320012,0,16.22592737
1/11/2023,1,90.74292226,0,15.63545145
1/11/2023,2,91.60905198,0,15.63545145
1/11/2023,3,88.99856112,0,15.63545145
1/11/2023,4,90.55183867,0,15.63545145
1/11/2023,5,86.29096855,0,15.63545145
1/11/2023,6,86.29340304,27.10185749,15.42293448
1/11/2023,7,87.28257305,22.49685084,15.42293448
1/11/2023,8,89.01604657,28.89253809,15.42293448
1/11/2023,9,90.21129433,28.89326844,15.63545145
1/11/2023,10,94.47703342,26.139555,15.63545145
1/11/2023,11,94.47946791,28.89472913,15.63545145
1/11/2023,12,94.4819024,28.89545948,15.63545145
1/11/2023,13,96.32063275,28.89618982,15.63545145
1/11/2023,14,96.32306724,28.89692017,15.63545145
1/11/2023,15,96.32550173,28.89765052,15.63545145
1/11/2023,16,96.32793622,28.89838087,15.63545145
1/11/2023,17,96.33037071,28.89911121,15.63545145
1/11/2023,18,96.3328052,28.89984156,15.63545145
1/11/2023,19,96.33523969,28.90057191,15.63545145
1/11/2023,20,92.80606125,28.90130226,15.63545145
1/11/2023,21,92.80849574,28.9020326,15.63545145
1/11/2023,22,88.18544542,23.60534354,15.63545145
1/11/2023,23,88.18787991,28.9034933,15.30496684
1/12/2023,0,88.01967221,0,16.5164728
1/12/2023,1,90.9423797,0,17.67126033
1/12/2023,2,86.24034483,0,19.00979552
1/12/2023,3,89.3886194,0,17.44212596
1/12/2023,4,88.21959351,0,17.00627868
1/12/2023,5,88.39267019,0,16.82005876
1/12/2023,6,89.00644462,27.15141515,18.38870212
1/12/2023,7,93.71334848,28.90933608,18.88240392
1/12/2023,8,95.19542769,28.91006642,19.27337761
1/12/2023,9,96.36932257,28.91079677,19.27386451
1/12/2023,10,96.37175706,28.91152712,19.27435141
1/12/2023,11,96.37419155,28.91225746,19.27483831
1/12/2023,12,96.37662604,28.91298781,19.27532521
1/12/2023,13,96.37906053,28.91371816,19.27581211
1/12/2023,14,96.38149502,28.91444851,19.276299
1/12/2023,15,96.38392951,28.91517885,19.2767859
1/12/2023,16,96.386364,28.9159092,19.2772728
1/12/2023,17,96.38879849,28.91663955,19.2777597
1/12/2023,18,96.39123298,28.9173699,19.2782466
1/12/2023,19,94.35720346,28.91810024,19.27873349
1/12/2023,20,93.55539187,28.91883059,18.60039905
1/12/2023,21,89.01919636,25.86486491,18.33280393
1/12/2023,22,88.31117226,27.71392217,16.82041416
1/12/2023,23,88.31360675,22.11307662,17.26290286
1/13/2023,0,90.35250526,0,17.53147179
1/13/2023,1,88.79254894,0,19.04483535
1/13/2023,2,91.50192798,0,18.49326282
1/13/2023,3,91.12245325,0,17.8831879
1/13/2023,4,91.12488774,0,17.5195522
1/13/2023,5,89.01544397,0,18.30891806
1/13/2023,6,91.38451534,28.92613406,18.21600735
1/13/2023,7,93.21863529,25.75904701,18.58061685
1/13/2023,8,94.31343759,28.92759476,18.58110375
1/13/2023,9,94.31587208,28.9283251,19.28555007
1/13/2023,10,96.43018484,28.92905545,19.28603697
1/13/2023,11,96.43261933,28.9297858,19.28652387
1/13/2023,12,96.43505382,28.93051615,19.28701076
1/13/2023,13,96.43748831,28.93124649,19.28749766
1/13/2023,14,96.4399228,28.93197684,19.28798456
1/13/2023,15,96.44235729,28.93270719,19.28847146
1/13/2023,16,96.44479178,28.93343754,19.28895836
1/13/2023,17,96.44722627,28.93416788,19.28944525
1/13/2023,18,96.44966077,28.93489823,19.28993215
1/13/2023,19,96.45209526,28.93562858,19.29041905
1/13/2023,20,90.79727619,28.93635892,19.29090595
1/13/2023,21,88.97640161,28.93708927,17.40564166
1/13/2023,22,87.14763734,20.45193928,16.79835887
1/13/2023,23,84.45432094,26.20358637,13.21339898
1/14/2023,0,82.83752415,0,11.51402799
1/14/2023,1,83.33505525,0,8.536513189
1/14/2023,2,85.16079881,0,8.536513189
1/14/2023,3,86.50609588,0,8.536513189
1/14/2023,4,88.94167602,0,8.536513189
1/14/2023,5,85.65607172,0,8.536513189
1/14/2023,6,90.82066317,28.54975454,8.536513189
1/14/2023,7,90.82309766,21.58348765,8.536513189
1/14/2023,8,91.31386834,28.94512309,8.536513189
1/14/2023,9,91.57890806,28.94585344,8.536513189
1/14/2023,10,96.48861262,28.94658379,8.536513189
1/14/2023,11,96.49104711,28.94731413,8.536513189
1/14/2023,12,96.4934816,28.94804448,8.536513189
1/14/2023,13,96.49591609,28.94877483,8.536513189
1/14/2023,14,96.49835058,28.94950517,8.536513189
1/14/2023,15,96.50078507,28.95023552,8.536513189
1/14/2023,16,96.50321957,28.95096587,8.536513189
1/14/2023,17,96.37384631,28.95169622,8.536513189
1/14/2023,18,96.3762808,28.95242656,8.536513189
1/14/2023,19,96.37871529,28.75544529,8.536513189
1/14/2023,20,96.38114978,28.95388726,8.536513189
1/14/2023,21,95.16038484,28.95461761,8.536513189
1/14/2023,22,92.34668631,28.95534795,8.536513189
1/14/2023,23,89.89670627,27.12127914,11.14320824
1/15/2023,0,89.57252348,0,13.915241
1/15/2023,1,84.88533634,0,17.39603514
1/15/2023,2,85.39587091,0,16.81596175
1/15/2023,3,86.86494305,0,17.3955537
1/15/2023,4,86.12960109,0,17.01114532
1/15/2023,5,85.0871447,0,17.51144244
1/15/2023,6,89.77920083,24.17590426,17.2931264
1/15/2023,7,90.49673468,26.90465884,17.78738101
1/15/2023,8,91.98047228,28.96265143,18.8512649
1/15/2023,9,95.17309775,28.96338177,19.30892118
1/15/2023,10,96.5470404,28.96411212,19.30940808
1/15/2023,11,96.54947489,28.96484247,19.30989498
1/15/2023,12,96.55190938,28.96557281,19.31038188
1/15/2023,13,96.55434387,28.96630316,19.31086877
1/15/2023,14,96.55677837,28.96703351,19.31135567
1/15/2023,15,96.55921286,28.96776386,19.31184257
1/15/2023,16,96.56164735,28.9684942,19.31232947
1/15/2023,17,96.56408184,28.96922455,19.31281637
1/15/2023,18,96.56651633,28.9699549,19.31330327
1/15/2023,19,93.39464101,28.97068525,19.31379016
1/15/2023,20,93.3970755,28.97141559,18.25617379
1/15/2023,21,88.68723997,24.21068123,18.25666069
1/15/2023,22,88.68967446,28.97287629,16.68639091
1/15/2023,23,88.69210895,21.9052016,17.74498108
1/16/2023,0,91.86885325,0,17.74546798
1/16/2023,1,91.1358227,0,19.31671155
1/16/2023,2,95.85052721,0,19.07204344
1/16/2023,3,93.92024073,0,19.07253033
1/16/2023,4,90.92432093,0,18.42877691
1/16/2023,5,90.92675543,0,17.67496739
1/16/2023,6,91.66465496,24.48118764,17.67545429
1/16/2023,7,91.66708945,28.97944941,18.32018151
1/16/2023,8,93.60224492,28.98017976,19.32011984
1/16/2023,9,96.60303369,28.98091011,19.32060674
1/16/2023,10,96.60546818,28.98164045,19.32109364
1/16/2023,11,96.60790267,28.9823708,19.32158053
1/16/2023,12,96.61033717,28.98310115,19.32206743
1/16/2023,13,96.61277166,28.9838315,19.32255433
1/16/2023,14,96.61520615,28.98456184,19.32304123
1/16/2023,15,96.61764064,28.98529219,19.32352813
1/16/2023,16,96.62007513,28.98602254,19.32401503
1/16/2023,17,96.62250962,28.98675289,19.32450192
1/16/2023,18,96.62494411,28.98748323,19.32498882
1/16/2023,19,95.50884954,28.98821358,19.32547572
1/16/2023,20,95.51128403,28.98894393,18.9531196
1/16/2023,21,92.93794937,27.31188068,18.9536065
1/16/2023,22,92.23586821,28.99040462,18.09550368
1/16/2023,23,89.9142522,25.12748124,13.00936142
1/17/2023,0,88.9804961,0,7.550213848
1/17/2023,1,88.86677209,0,2.949493691
1/17/2023,2,87.64373543,0,2.949493691
1/17/2023,3,86.04637227,0,2.949493691
1/17/2023,4,85.87780146,0,2.949493691
1/17/2023,5,84.14181862,0,2.949493691
1/17/2023,6,84.26041161,25.2536637,2.949493691
1/17/2023,7,88.0640864,23.30727227,2.949493691
1/17/2023,8,90.3708342,28.99770809,2.949493691
1/17/2023,9,92.86832449,28.99843844,2.949493691
1/17/2023,10,96.66389597,28.99916879,2.949493691
1/17/2023,11,96.66633046,28.99989914,2.949493691
1/17/2023,12,96.66876495,29.00062948,2.949493691
1/17/2023,13,96.67119944,29.00135983,2.949493691
1/17/2023,14,96.67363393,29.00209018,2.949493691
1/17/2023,15,96.67606842,29.00282053,2.949493691
1/17/2023,16,96.67850291,29.00355087,2.949493691
1/17/2023,17,96.6809374,29.00428122,2.949493691
1/17/2023,18,96.68337189,29.00501157,2.949493691
1/17/2023,19,95.47064194,29.00574191,2.949493691
1/17/2023,20,94.30809989,29.00647226,2.949493691
1/17/2023,21,92.1352001,27.18445595,2.949493691
1/17/2023,22,89.02626211,27.26046814,2.949493691
1/17/2023,23,83.31958249,25.74566188,7.37573689
1/18/2023,0,82.5287725,0,10.93622851
1/18/2023,1,82.13922308,0,15.73045083
1/18/2023,2,82.79244364,0,16.24907507
1/18/2023,3,81.78416624,0,17.64441726
1/18/2023,4,84.93077021,0,16.94034568
1/18/2023,5,86.94161362,0,16.60483786
1/18/2023,6,88.50100857,25.16635879,17.11350749
1/18/2023,7,90.02799128,29.01450608,18.48802251
1/18/2023,8,94.15251013,29.01523643,19.34349095
1/18/2023,9,96.71988926,29.01596678,19.34397785
1/18/2023,10,96.72232375,29.01669712,19.34446475
1/18/2023,11,96.72475824,29.01742747,19.34495165
1/18/2023,12,96.72719273,29.01815782,19.34543855
1/18/2023,13,96.72962722,29.01888817,19.34592544
1/18/2023,14,96.73206171,29.01961851,19.34641234
1/18/2023,15,96.7344962,29.02034886,19.34689924
1/18/2023,16,96.73693069,29.02107921,19.34738614
1/18/2023,17,96.73936518,29.02180955,19.34787304
1/18/2023,18,96.74179967,29.0225399,19.34835993
1/18/2023,19,95.83740408,29.02327025,19.34884683
1/18/2023,20,94.48393255,29.0240006,19.04705704
1/18/2023,21,93.17316741,27.66448582,18.59557526
1/18/2023,22,90.89390894,26.99160226,18.15832895
1/18/2023,23,90.6621961,27.05639219,12.26324095
1/19/2023,0,91.57146068,0,6.517682627
1/19/2023,1,92.71151976,0,0.757726542
1/19/2023,2,91.12141716,0,0.757726542
1/19/2023,3,93.40554462,0,0.757726542
1/19/2023,4,93.64212643,0,0.757726542
1/19/2023,5,93.64456092,0,0.757726542
1/19/2023,6,93.86527684,29.03130407,0.757726542
1/19/2023,7,96.77344806,29.03203442,0.757726542
1/19/2023,8,96.77588255,29.03276476,0.757726542
1/19/2023,9,96.77831704,29.03349511,0.757726542
1/19/2023,10,96.78075153,29.03422546,0.757726542
1/19/2023,11,96.78318602,29.03495581,0.757726542
1/19/2023,12,96.78562051,29.03568615,0.757726542
1/19/2023,13,96.788055,29.0364165,0.757726542
1/19/2023,14,96.79048949,29.03714685,0.757726542
1/19/2023,15,96.79292398,29.03787719,0.757726542
1/19/2023,16,96.79535847,29.03860754,0.757726542
1/19/2023,17,96.79779296,29.03933789,0.757726542
1/19/2023,18,96.80022746,29.04006824,0.757726542
1/19/2023,19,95.82848454,29.04079858,0.757726542
1/19/2023,20,94.12578692,29.04152893,0.757726542
1/19/2023,21,94.12822141,27.58099317,0.757726542
1/19/2023,22,90.16399116,26.48529146,0.757726542
1/19/2023,23,90.16642565,29.04371997,5.63725174
1/20/2023,0,89.44643212,0,11.83916082
1/20/2023,1,90.04721278,0,17.47569706
1/20/2023,2,88.25812873,0,18.42947689
1/20/2023,3,90.24473039,0,17.83279094
1/20/2023,4,85.9968772,0,17.73798045
1/20/2023,5,84.79791755,0,16.69063344
1/20/2023,6,85.90713799,22.67340087,16.32229333
1/20/2023,7,87.70109102,24.70256342,16.98361275
1/20/2023,8,89.68602309,29.0502931,18.40086221
1/20/2023,9,93.93874526,29.05102345,19.36734896
1/20/2023,10,96.83917931,29.05175379,19.36783586
1/20/2023,11,96.8416138,29.05248414,19.36832276
1/20/2023,12,96.84404829,29.05321449,19.36880966
1/20/2023,13,96.84648278,29.05394483,19.36929656
1/20/2023,14,96.84891727,29.05467518,19.36978345
1/20/2023,15,96.85135176,29.05540553,19.37027035
1/20/2023,16,96.85378626,29.05613588,19.37075725
1/20/2023,17,96.85622075,29.05686622,19.37124415
1/20/2023,18,96.85865524,29.05759657,19.37173105
1/20/2023,19,94.66541329,29.05832692,19.37221795
1/20/2023,20,93.23875374,29.05905727,18.6408127
1/20/2023,21,88.44131384,25.76627296,18.16493492
1/20/2023,22,88.44374833,26.9168769,16.56546368
1/20/2023,23,85.73318518,21.86143671,16.8083679
1/21/2023,0,87.9312961,0,16.38088693
1/21/2023,1,88.72274003,0,17.49153253
1/21/2023,2,92.80071938,0,17.49153253
1/21/2023,3,90.9655758,0,17.90622795
1/21/2023,4,93.68100793,0,17.78398825
1/21/2023,5,92.90398134,0,17.78398825
1/21/2023,6,93.54650044,29.06636074,17.78398825
1/21/2023,7,94.27326447,27.89789946,17.90622795
1/21/2023,8,96.11327703,29.06782143,17.90622795
1/21/2023,9,96.11571152,29.06855178,17.90622795
1/21/2023,10,96.89760709,29.06928213,17.90622795
1/21/2023,11,96.90004158,29.07001247,17.90622795
1/21/2023,12,96.90247607,29.07074282,17.90622795
1/21/2023,13,96.90491056,29.07147317,17.90622795
1/21/2023,14,96.90734506,29.07220352,17.90622795
1/21/2023,15,96.90977955,29.07293386,17.90622795
1/21/2023,16,96.91221404,29.07366421,17.90622795
1/21/2023,17,96.91464853,29.07439456,17.90622795
1/21/2023,18,96.91708302,29.07512491,17.90622795
1/21/2023,19,96.27788331,29.07585525,17.90622795
1/21/2023,20,96.2803178,29.0765856,17.90622795
1/21/2023,21,95.22540729,28.11486464,17.90622795
1/21/2023,22,93.42153596,29.07804629,17.90622795
1/21/2023,23,92.14885615,27.49275914,15.53935553
1/22/2023,0,92.15103198,0,13.17248312
1/22/2023,1,90.16685651,0,10.8056107
1/22/2023,2,91.226636,0,10.8056107
1/22/2023,3,92.78087212,0,10.8056107
1/22/2023,4,91.95291531,0,10.8056107
1/22/2023,5,92.59724266,0,10.8056107
1/22/2023,6,94.58628711,25.92563066,10.8056107
1/22/2023,7,94.58872161,29.08461942,10.8056107
1/22/2023,8,94.84566029,29.08534977,10.8056107
1/22/2023,9,96.95360038,29.08608011,10.8056107
1/22/2023,10,96.95603487,29.08681046,10.8056107
1/22/2023,11,96.95846936,29.08754081,10.8056107
1/22/2023,12,96.96090386,29.08827116,10.8056107
1/22/2023,13,96.96333835,29.0890015,10.8056107
1/22/2023,14,96.96577284,29.08973185,10.8056107
1/22/2023,15,96.96820733,29.0904622,10.8056107
1/22/2023,16,96.97064182,29.09119255,10.8056107
1/22/2023,17,96.97307631,29.09192289,10.8056107
1/22/2023,18,96.9755108,29.09265324,10.8056107
1/22/2023,19,92.3998332,29.09338359,10.8056107
1/22/2023,20,92.40226769,29.09411393,10.8056107
1/22/2023,21,90.7122076,22.22767615,10.8056107
1/22/2023,22,87.72887941,29.09557463,10.8056107
1/22/2023,23,87.7313139,26.55756309,12.67449409
1/23/2023,0,88.42450822,0,15.53879401
1/23/2023,1,84.26011607,0,17.10747214
1/23/2023,2,85.66653385,0,16.71427105
1/23/2023,3,87.27074195,0,16.61858751
1/23/2023,4,85.74809148,0,17.4535288
1/23/2023,5,89.58567671,0,18.33459626
1/23/2023,6,93.75493785,26.81378997,18.41385309
1/23/2023,7,94.04588363,29.02384549,18.87566968
1/23/2023,8,95.4323072,29.1028781,19.38451823
